id	text	A7hmedHussien
1313	سال الاستاذ ما هي اهم خمسه اشياء في الحياه اجابه الطالب ثلاث اشياء الماء والهواء	yes
1314	قمه الهدوء تسمع شريط فاضي وقمه الهبل تقلب الشريط بس قمه التناحه تعيد مقطع اعجبك	yes
1315	صعيدي عصبي وجعه ضرسه راح للدكتور وقال له اقلع كل ضروسي وخله زي الكلب لحاله	yes
1316	في صرصور جالس يضحك ورافع رجوله ليش عشان الي بضربه احول	yes
1317	في واحد هندي راح عليالحج وجلس يرمي الحجر علي الشيطان مكان رمي الرجم وصار يحكي انت نفر مافي زين سيم سيم كفيل مال انا	yes
1318	في واحد صعيدي دخل علي مرته وحصل واحد معها فقال ما شاء الله ما شاء الله اليوم راجل وبكره سجاير	yes
1319	فيه صعيدي عرف رقم جوال جني ازعجهصار كل شوي يرسله بسم الله الرحمن الرحيم	yes
1320	في بخيل حبوا يعذبونه مزعو جنبو دينار	yes
1321	واحد دخل البقاله قال لراعي البقاله عندك سكر قال له راعي البقاله ايوه عندي قال الله يشفيك	yes
1322	محشش رجع للبيت متاخر فتحت له زوجته الباب عطاها كف قال ماشاء الله هلاء جاي	yes
1323	خليلي بلعب بقنبله قالوا له انتبه لا تنفجر قال معي غيرها	yes
1324	سوداني دخل فيه جني راح لشيخ قاله اطلع قال الجني مااشوف	yes
1325	خليلي صام رمضان يوم ليش علشان يخلصوا القطايفات	yes
1326	كهربجي حب يمزح مع مراته قرصها باالزراديه	yes
1327	في سكران حط يده في ميه نار طلع ايده مالقاه حط راسه يدورعليها	yes
1328	في صرصور دخل السنما شاف دعايه بف باف قال من اولها رعب	yes
1329	في سودانيه لبست ثوب احمر راحت لزوجها قالت له دلعني قال يا فحم انت يا مولع	yes
1330	في صعيدي لقي مرتو نايمه مع واحد تاني قال مين ده قاام قالوو لا الكميره الخفيه قال ييوه دي رابع مره تحصلي	yes
1331	مره كان في صرصارين في الانعاش الاول قال للثاني بفب باف قال الثاني لا زنوبه	yes
1332	محشش غازل امه قلها علي وين يا نورالعين قالت له علي البيت ياملعون الوالدين	yes
1333	في اثنين محششين في السجن واحد صرخ اه قال الثاني اسكت اسكت لايطردونا	yes
1334	واحد غبي راح علي برنامج من سيربح المليون فكان باقي له سوال وبربح المليون فساله جورج قرداحي اكمل المثل التالي عصفور باليد و صار الغبي يفكر وطلب الاتصال بصديق وما عرف ومساعده جمهور وما عرف وحذف اجابتين وما عرف بعدين قال لجورج قرداحي خلاص ابغي انسحب قالو لا وشو تنسحب قال عمي فكنا مهو عصفور باليد ولا عشره علي الشجره	yes
1335	في قط محشش ماشي بالشارع يقول يوه نسيتها هي نيو ولا ميو	yes
1336	خروف طفش من الدنياركب لموزين وقاله اقرب مسلخ لو سمحت	yes
1337	في صعيدي شري فديو قالتله زوجته من وين لك فلوس قال بعت التلفيزيون	yes
1338	فيه هندي طب البيت يبي يسرق فتح الثلاجه لقي جلي شافه يهتز قال مافيه خوف انا مافيه اسرق انتا	yes
1339	فار محشش قال كل بسس الحاره بالجزمه لمح بس اسود وراه قال الا ابو سمره حبيبي	yes
1340	في مره واحد اسمه زعلان تزوج وحده اسمها فرحانه جابوابنت وسموهايا فرحه ما تمت	yes
1341	في مره واحد راح عند شيخ وقاله اناشفت فلم وسخ علي الشوتايم قاله لمطوع كفارتك تتفرج علي السودانايام	yes
1342	فيه محشش دخل تسجيلات وسال عندكم هاني شاكر قال موجود قال المحشش خله يبعد سيارته	yes
1343	في هندي و صعيدي و خليلي طلبوا شورما جا ت ذبانه علي كل شورمه منهم الخليلي رما الشورمه والصعيدي نتف الجز الي وقفت عليه الذبانه و الهندي رما الشورمه و اكل الذبانه	yes
1344	فيه اثنين مساطيل واحد وقع بالخزان والثاني راح يستناه عند الحنفيه	yes
1345	اثنين سكاري واحد يشكي للثاني ويقول راسي مشغول رد الثاني وقال ليش من الي رافع الخط	yes
1346	نمله تسبح رافعه يدها ليش عشان الساعه مش ضدالماء	yes
1347	في واحد دخل الملعب بعلم اسود ليش يشجع الحكم	yes
1348	مكانيكي اشتري سرير نام تحته	yes
1349	محشش سال محشش متي يوم الجمعه رد عليه يا السبت يا الاحد	yes
1350	محشش خذا ابوه المستوصف سالوه كم عمر ابوك قال والله مابعرف من زمان عندنا	yes
1351	قراوي يطوفون في الحرم يوم سمعوا الاذان راحوا يسالون الناس مافيه مسجد قريب	yes
1352	فيل تزوج دجاجه جابو تشكين فيليه	yes
1353	مره واحد مات ابوه ومابكي ليش لانه كان يستعمل شامبو لا دموع بعد اليوم	yes
1354	اثنين قراويه ماشين في الشارع واحد منهم شاف مرايه وقعد يطالع في وجهه ويحك راسه قال له القروي الثاني شو فيك قال ياخي الوجه هذا انا شايفه من قبل قام القروي الثاني اخذ المرايه وقعد يطالع فيها وقال الله يقطع ابليسك هذا وجهي	yes
1355	واحد قروي راح البحرين لبس مايوهين	yes
1356	في اثنين واقفين عند سياره واحد ركب والثاني سيقان	yes
1357	فيه قروي جاه ولدين سمي الاول محمد والثاني عبده ليه علشان يسمونه ابو نوره	yes
1358	فيه قروي رجله فيها مرض وقالوا الدكاتره لازملها قطع الرجال جاب الصاطور ومد رجله وقطعهابنفسه بدون تخدير قاموا الدكاتره يصفقون له الغبي مد رجله الثانيه وقطعها	yes
1359	فيه عجوز مهبوله قالت لقطه بو قالت لها القطه الحمد لله والشكر	yes
1360	في دجاجه باضت بيضه من غير قشره ليه الدجاجه تستخدم هيد اند شولدرز	yes
1361	يقولك فيه ثلاثه حكموا عليهم بالاعدام معهم واحد قروي قالوا للاول عايز السيف والا المنشار الكهربايي قال المنشار جابوه عند المنشار ما اشتغل قالوا حظك واطلقوا سراحه قالوا للثاني المنشار والا السيف قال المنشار جابوه عند المنشار ما اشتغل قالوا حظك واطلقوا سراحه جابوا القروي قالوا المنشار الكهربايي والا السيف قال السيف والناس تصيح عليه المنشار المنشار المنشار قال لهم خربان خربان مابيشتغلش	yes
1362	فيه واحد قروي طاح في بير رموا عليه الحبل وجروه يوم طلع فوق لقوه ميت الاخ كان رابط الحبل في رقبته	yes
